,Unnamed: 0,traveller_id,lat_o,lng_o,lat_d,lng_d,css_o,lat_css_o,lng_css_o,css_d,lat_css_d,lng_css_d
355,391,t391,55.6757724,12.5426171,55.663417,12.613829,Amalievej 1,55.6795777,12.5433161,Albaniensgade 4,55.6629687,12.6150036
356,392,t392,55.6757724,12.5426171,55.7155986,12.5491707,Amalievej 1,55.6795777,12.5433161,Bispebjerg Bakke 22,55.714287,12.544606
357,393,t393,55.6757724,12.5426171,55.7145986,12.5472417,Amalievej 1,55.6795777,12.5433161,Bispebjerg Bakke 22,55.714287,12.544606
358,394,t394,55.6757724,12.5426171,55.6944184,12.5088552,Amalievej 1,55.6795777,12.5433161,Nesbyholmvej 1,55.6967862,12.5046889
359,395,t395,55.6757724,12.5426171,55.6957116,12.5020127,Amalievej 1,55.6795777,12.5433161,Nesbyholmvej 1,55.6967862,12.5046889
360,396,t396,55.6757724,12.5426171,55.6815622,12.6035183,Amalievej 1,55.6795777,12.5433161,Halvtolv 19,55.678067,12.605109
361,397,t397,55.6757724,12.5426171,55.679351,12.6063932,Amalievej 1,55.6795777,12.5433161,Halvtolv 19,55.678067,12.605109
362,398,t398,55.6757724,12.5426171,55.6821885,12.5853534,Amalievej 1,55.6795777,12.5433161,Solvgade 11,55.68544739999999,12.5850568
363,399,t399,55.6757724,12.5426171,55.6858274,12.5772687,Amalievej 1,55.6795777,12.5433161,Solvgade 11,55.68544739999999,12.5850568
364,401,t401,55.6757724,12.5426171,55.7326892,12.5690945,Amalievej 1,55.6795777,12.5433161,Esthersvej 34,55.7309704,12.5659228
365,402,t402,55.6757724,12.5426171,55.73273,12.5654915,Amalievej 1,55.6795777,12.5433161,Esthersvej 34,55.7309704,12.5659228
366,403,t403,55.6757724,12.5426171,55.7051614,12.481215,Amalievej 1,55.6795777,12.5433161,Husumvej (overfor 131),55.7046643,12.4787843
367,404,t404,55.6757724,12.5426171,55.6538288,12.566855,Amalievej 1,55.6795777,12.5433161,Drechselsgade 13,55.6571548,12.5684851
368,405,t405,55.6757724,12.5426171,55.6576191,12.566949,Amalievej 1,55.6795777,12.5433161,Drechselsgade 13,55.6571548,12.5684851
369,406,t406,55.6757724,12.5426171,55.713568,12.5927798,Amalievej 1,55.6795777,12.5433161,Orientkaj 4,55.711612,12.5952725
370,407,t407,55.6757724,12.5426171,55.710214,12.5926909,Amalievej 1,55.6795777,12.5433161,Orientkaj 4,55.711612,12.5952725
371,408,t408,55.6757724,12.5426171,55.7035416,12.538201,Amalievej 1,55.6795777,12.5433161,Bygmestervej 59,55.70464879999999,12.5368945
372,409,t409,55.6757724,12.5426171,55.7023483,12.535914,Amalievej 1,55.6795777,12.5433161,Bygmestervej 59,55.70464879999999,12.5368945
373,410,t410,55.6757724,12.5426171,55.7030729,12.5477827,Amalievej 1,55.6795777,12.5433161,Egirsgade 65,55.7009488,12.5486256
374,411,t411,55.6757724,12.5426171,55.700964,12.5414659,Amalievej 1,55.6795777,12.5433161,Egirsgade 65,55.7009488,12.5486256
375,412,t412,55.6757724,12.5426171,55.6935246,12.5337137,Amalievej 1,55.6795777,12.5433161,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
376,413,t413,55.6757724,12.5426171,55.69347029999999,12.5343236,Amalievej 1,55.6795777,12.5433161,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
377,414,t414,55.6757724,12.5426171,55.6303298,12.5758695,Amalievej 1,55.6795777,12.5433161,Arne Jacobsens Alle 7,55.6317174,12.5736554
378,415,t415,55.6757724,12.5426171,55.630171,12.576398,Amalievej 1,55.6795777,12.5433161,Arne Jacobsens Alle 7,55.6317174,12.5736554
379,416,t416,55.6757724,12.5426171,55.695981,12.566608,Amalievej 1,55.6795777,12.5433161,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
380,417,t417,55.6757724,12.5426171,55.695981,12.566608,Amalievej 1,55.6795777,12.5433161,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
381,418,t418,55.6757724,12.5426171,55.7337192,12.5151561,Amalievej 1,55.6795777,12.5433161,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
382,419,t419,55.6757724,12.5426171,55.73391059999999,12.5147976,Amalievej 1,55.6795777,12.5433161,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
383,420,t420,55.6757724,12.5426171,55.649143,12.538063,Amalievej 1,55.6795777,12.5433161,Borgbjergsvej 43,55.6498214,12.5355941
384,421,t421,55.6757724,12.5426171,55.6508857,12.5362424,Amalievej 1,55.6795777,12.5433161,Borgbjergsvej 43,55.6498214,12.5355941
385,422,t422,55.6757724,12.5426171,55.656097,12.4854309,Amalievej 1,55.6795777,12.5433161,Vigerslev Venge 60,55.656498,12.489456
386,423,t423,55.6757724,12.5426171,55.656243,12.49368,Amalievej 1,55.6795777,12.5433161,Vigerslev Venge 60,55.656498,12.489456
387,424,t424,55.6757724,12.5426171,55.68661609999999,12.4911945,Amalievej 1,55.6795777,12.5433161,Dronninglundvej 12,55.689496,12.489151
388,425,t425,55.6757724,12.5426171,55.68832579999999,12.489222,Amalievej 1,55.6795777,12.5433161,Dronninglundvej 12,55.689496,12.489151
389,429,t429,55.677688,12.546912,55.66034659999999,12.6124427,Amalievej 1,55.6795777,12.5433161,Albaniensgade 4,55.6629687,12.6150036
390,430,t430,55.677688,12.546912,55.663417,12.613829,Amalievej 1,55.6795777,12.5433161,Albaniensgade 4,55.6629687,12.6150036
391,431,t431,55.677688,12.546912,55.7155986,12.5491707,Amalievej 1,55.6795777,12.5433161,Bispebjerg Bakke 22,55.714287,12.544606
392,432,t432,55.677688,12.546912,55.7145986,12.5472417,Amalievej 1,55.6795777,12.5433161,Bispebjerg Bakke 22,55.714287,12.544606
393,433,t433,55.677688,12.546912,55.6944184,12.5088552,Amalievej 1,55.6795777,12.5433161,Nesbyholmvej 1,55.6967862,12.5046889
394,434,t434,55.677688,12.546912,55.6957116,12.5020127,Amalievej 1,55.6795777,12.5433161,Nesbyholmvej 1,55.6967862,12.5046889
395,435,t435,55.677688,12.546912,55.6815622,12.6035183,Amalievej 1,55.6795777,12.5433161,Halvtolv 19,55.678067,12.605109
396,436,t436,55.677688,12.546912,55.679351,12.6063932,Amalievej 1,55.6795777,12.5433161,Halvtolv 19,55.678067,12.605109
397,437,t437,55.677688,12.546912,55.6821885,12.5853534,Amalievej 1,55.6795777,12.5433161,Solvgade 11,55.68544739999999,12.5850568
398,438,t438,55.677688,12.546912,55.6858274,12.5772687,Amalievej 1,55.6795777,12.5433161,Solvgade 11,55.68544739999999,12.5850568
399,440,t440,55.677688,12.546912,55.7326892,12.5690945,Amalievej 1,55.6795777,12.5433161,Esthersvej 34,55.7309704,12.5659228
400,441,t441,55.677688,12.546912,55.73273,12.5654915,Amalievej 1,55.6795777,12.5433161,Esthersvej 34,55.7309704,12.5659228
401,442,t442,55.677688,12.546912,55.7051614,12.481215,Amalievej 1,55.6795777,12.5433161,Husumvej (overfor 131),55.7046643,12.4787843
402,443,t443,55.677688,12.546912,55.6538288,12.566855,Amalievej 1,55.6795777,12.5433161,Drechselsgade 13,55.6571548,12.5684851
403,444,t444,55.677688,12.546912,55.6576191,12.566949,Amalievej 1,55.6795777,12.5433161,Drechselsgade 13,55.6571548,12.5684851
404,445,t445,55.677688,12.546912,55.713568,12.5927798,Amalievej 1,55.6795777,12.5433161,Orientkaj 4,55.711612,12.5952725
405,446,t446,55.677688,12.546912,55.710214,12.5926909,Amalievej 1,55.6795777,12.5433161,Orientkaj 4,55.711612,12.5952725
406,447,t447,55.677688,12.546912,55.7035416,12.538201,Amalievej 1,55.6795777,12.5433161,Bygmestervej 59,55.70464879999999,12.5368945
407,448,t448,55.677688,12.546912,55.7023483,12.535914,Amalievej 1,55.6795777,12.5433161,Bygmestervej 59,55.70464879999999,12.5368945
408,449,t449,55.677688,12.546912,55.7030729,12.5477827,Amalievej 1,55.6795777,12.5433161,Egirsgade 65,55.7009488,12.5486256
409,450,t450,55.677688,12.546912,55.700964,12.5414659,Amalievej 1,55.6795777,12.5433161,Egirsgade 65,55.7009488,12.5486256
410,451,t451,55.677688,12.546912,55.6935246,12.5337137,Amalievej 1,55.6795777,12.5433161,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
411,452,t452,55.677688,12.546912,55.69347029999999,12.5343236,Amalievej 1,55.6795777,12.5433161,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
412,453,t453,55.677688,12.546912,55.6303298,12.5758695,Amalievej 1,55.6795777,12.5433161,Arne Jacobsens Alle 7,55.6317174,12.5736554
413,454,t454,55.677688,12.546912,55.630171,12.576398,Amalievej 1,55.6795777,12.5433161,Arne Jacobsens Alle 7,55.6317174,12.5736554
414,455,t455,55.677688,12.546912,55.695981,12.566608,Amalievej 1,55.6795777,12.5433161,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
415,456,t456,55.677688,12.546912,55.695981,12.566608,Amalievej 1,55.6795777,12.5433161,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
416,457,t457,55.677688,12.546912,55.7337192,12.5151561,Amalievej 1,55.6795777,12.5433161,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
417,458,t458,55.677688,12.546912,55.73391059999999,12.5147976,Amalievej 1,55.6795777,12.5433161,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
418,459,t459,55.677688,12.546912,55.649143,12.538063,Amalievej 1,55.6795777,12.5433161,Borgbjergsvej 43,55.6498214,12.5355941
419,460,t460,55.677688,12.546912,55.6508857,12.5362424,Amalievej 1,55.6795777,12.5433161,Borgbjergsvej 43,55.6498214,12.5355941
420,461,t461,55.677688,12.546912,55.656097,12.4854309,Amalievej 1,55.6795777,12.5433161,Vigerslev Venge 60,55.656498,12.489456
421,462,t462,55.677688,12.546912,55.656243,12.49368,Amalievej 1,55.6795777,12.5433161,Vigerslev Venge 60,55.656498,12.489456
422,463,t463,55.677688,12.546912,55.68661609999999,12.4911945,Amalievej 1,55.6795777,12.5433161,Dronninglundvej 12,55.689496,12.489151
423,464,t464,55.677688,12.546912,55.68832579999999,12.489222,Amalievej 1,55.6795777,12.5433161,Dronninglundvej 12,55.689496,12.489151
424,468,t468,55.7326892,12.5690945,55.66034659999999,12.6124427,Esthersvej 34,55.7309704,12.5659228,Albaniensgade 4,55.6629687,12.6150036
425,469,t469,55.7326892,12.5690945,55.663417,12.613829,Esthersvej 34,55.7309704,12.5659228,Albaniensgade 4,55.6629687,12.6150036
426,470,t470,55.7326892,12.5690945,55.7155986,12.5491707,Esthersvej 34,55.7309704,12.5659228,Bispebjerg Bakke 22,55.714287,12.544606
427,471,t471,55.7326892,12.5690945,55.7145986,12.5472417,Esthersvej 34,55.7309704,12.5659228,Bispebjerg Bakke 22,55.714287,12.544606
428,472,t472,55.7326892,12.5690945,55.6944184,12.5088552,Esthersvej 34,55.7309704,12.5659228,Nesbyholmvej 1,55.6967862,12.5046889
429,473,t473,55.7326892,12.5690945,55.6957116,12.5020127,Esthersvej 34,55.7309704,12.5659228,Nesbyholmvej 1,55.6967862,12.5046889
430,474,t474,55.7326892,12.5690945,55.6815622,12.6035183,Esthersvej 34,55.7309704,12.5659228,Halvtolv 19,55.678067,12.605109
431,475,t475,55.7326892,12.5690945,55.679351,12.6063932,Esthersvej 34,55.7309704,12.5659228,Halvtolv 19,55.678067,12.605109
432,476,t476,55.7326892,12.5690945,55.6821885,12.5853534,Esthersvej 34,55.7309704,12.5659228,Solvgade 11,55.68544739999999,12.5850568
433,477,t477,55.7326892,12.5690945,55.6858274,12.5772687,Esthersvej 34,55.7309704,12.5659228,Solvgade 11,55.68544739999999,12.5850568
434,478,t478,55.7326892,12.5690945,55.6757724,12.5426171,Esthersvej 34,55.7309704,12.5659228,Amalievej 1,55.6795777,12.5433161
435,479,t479,55.7326892,12.5690945,55.677688,12.546912,Esthersvej 34,55.7309704,12.5659228,Amalievej 1,55.6795777,12.5433161
436,481,t481,55.7326892,12.5690945,55.7051614,12.481215,Esthersvej 34,55.7309704,12.5659228,Husumvej (overfor 131),55.7046643,12.4787843
437,482,t482,55.7326892,12.5690945,55.6538288,12.566855,Esthersvej 34,55.7309704,12.5659228,Drechselsgade 13,55.6571548,12.5684851
438,483,t483,55.7326892,12.5690945,55.6576191,12.566949,Esthersvej 34,55.7309704,12.5659228,Drechselsgade 13,55.6571548,12.5684851
439,484,t484,55.7326892,12.5690945,55.713568,12.5927798,Esthersvej 34,55.7309704,12.5659228,Orientkaj 4,55.711612,12.5952725
440,485,t485,55.7326892,12.5690945,55.710214,12.5926909,Esthersvej 34,55.7309704,12.5659228,Orientkaj 4,55.711612,12.5952725
441,486,t486,55.7326892,12.5690945,55.7035416,12.538201,Esthersvej 34,55.7309704,12.5659228,Bygmestervej 59,55.70464879999999,12.5368945
442,487,t487,55.7326892,12.5690945,55.7023483,12.535914,Esthersvej 34,55.7309704,12.5659228,Bygmestervej 59,55.70464879999999,12.5368945
443,488,t488,55.7326892,12.5690945,55.7030729,12.5477827,Esthersvej 34,55.7309704,12.5659228,Egirsgade 65,55.7009488,12.5486256
444,489,t489,55.7326892,12.5690945,55.700964,12.5414659,Esthersvej 34,55.7309704,12.5659228,Egirsgade 65,55.7009488,12.5486256
445,490,t490,55.7326892,12.5690945,55.6935246,12.5337137,Esthersvej 34,55.7309704,12.5659228,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
446,491,t491,55.7326892,12.5690945,55.69347029999999,12.5343236,Esthersvej 34,55.7309704,12.5659228,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
447,492,t492,55.7326892,12.5690945,55.6303298,12.5758695,Esthersvej 34,55.7309704,12.5659228,Arne Jacobsens Alle 7,55.6317174,12.5736554
448,493,t493,55.7326892,12.5690945,55.630171,12.576398,Esthersvej 34,55.7309704,12.5659228,Arne Jacobsens Alle 7,55.6317174,12.5736554
449,494,t494,55.7326892,12.5690945,55.695981,12.566608,Esthersvej 34,55.7309704,12.5659228,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
450,495,t495,55.7326892,12.5690945,55.695981,12.566608,Esthersvej 34,55.7309704,12.5659228,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
451,496,t496,55.7326892,12.5690945,55.7337192,12.5151561,Esthersvej 34,55.7309704,12.5659228,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
452,497,t497,55.7326892,12.5690945,55.73391059999999,12.5147976,Esthersvej 34,55.7309704,12.5659228,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
453,498,t498,55.7326892,12.5690945,55.649143,12.538063,Esthersvej 34,55.7309704,12.5659228,Borgbjergsvej 43,55.6498214,12.5355941
454,499,t499,55.7326892,12.5690945,55.6508857,12.5362424,Esthersvej 34,55.7309704,12.5659228,Borgbjergsvej 43,55.6498214,12.5355941
455,500,t500,55.7326892,12.5690945,55.656097,12.4854309,Esthersvej 34,55.7309704,12.5659228,Vigerslev Venge 60,55.656498,12.489456
456,501,t501,55.7326892,12.5690945,55.656243,12.49368,Esthersvej 34,55.7309704,12.5659228,Vigerslev Venge 60,55.656498,12.489456
457,502,t502,55.7326892,12.5690945,55.68661609999999,12.4911945,Esthersvej 34,55.7309704,12.5659228,Dronninglundvej 12,55.689496,12.489151
458,503,t503,55.7326892,12.5690945,55.68832579999999,12.489222,Esthersvej 34,55.7309704,12.5659228,Dronninglundvej 12,55.689496,12.489151
459,504,t504,55.7326892,12.5690945,55.67162899999999,12.546236,Esthersvej 34,55.7309704,12.5659228,Westend 8,55.6718713,12.5516401
460,505,t505,55.7326892,12.5690945,55.6737346,12.550013,Esthersvej 34,55.7309704,12.5659228,Westend 8,55.6718713,12.5516401
461,506,t506,55.7326892,12.5690945,55.6681772,12.5494579,Esthersvej 34,55.7309704,12.5659228,Westend 8,55.6718713,12.5516401
462,507,t507,55.73273,12.5654915,55.66034659999999,12.6124427,Esthersvej 34,55.7309704,12.5659228,Albaniensgade 4,55.6629687,12.6150036
463,508,t508,55.73273,12.5654915,55.663417,12.613829,Esthersvej 34,55.7309704,12.5659228,Albaniensgade 4,55.6629687,12.6150036
464,509,t509,55.73273,12.5654915,55.7155986,12.5491707,Esthersvej 34,55.7309704,12.5659228,Bispebjerg Bakke 22,55.714287,12.544606
465,510,t510,55.73273,12.5654915,55.7145986,12.5472417,Esthersvej 34,55.7309704,12.5659228,Bispebjerg Bakke 22,55.714287,12.544606
466,511,t511,55.73273,12.5654915,55.6944184,12.5088552,Esthersvej 34,55.7309704,12.5659228,Nesbyholmvej 1,55.6967862,12.5046889
467,512,t512,55.73273,12.5654915,55.6957116,12.5020127,Esthersvej 34,55.7309704,12.5659228,Nesbyholmvej 1,55.6967862,12.5046889
468,513,t513,55.73273,12.5654915,55.6815622,12.6035183,Esthersvej 34,55.7309704,12.5659228,Halvtolv 19,55.678067,12.605109
469,514,t514,55.73273,12.5654915,55.679351,12.6063932,Esthersvej 34,55.7309704,12.5659228,Halvtolv 19,55.678067,12.605109
470,515,t515,55.73273,12.5654915,55.6821885,12.5853534,Esthersvej 34,55.7309704,12.5659228,Solvgade 11,55.68544739999999,12.5850568
471,516,t516,55.73273,12.5654915,55.6858274,12.5772687,Esthersvej 34,55.7309704,12.5659228,Solvgade 11,55.68544739999999,12.5850568
472,517,t517,55.73273,12.5654915,55.6757724,12.5426171,Esthersvej 34,55.7309704,12.5659228,Amalievej 1,55.6795777,12.5433161
473,518,t518,55.73273,12.5654915,55.677688,12.546912,Esthersvej 34,55.7309704,12.5659228,Amalievej 1,55.6795777,12.5433161
474,520,t520,55.73273,12.5654915,55.7051614,12.481215,Esthersvej 34,55.7309704,12.5659228,Husumvej (overfor 131),55.7046643,12.4787843
475,521,t521,55.73273,12.5654915,55.6538288,12.566855,Esthersvej 34,55.7309704,12.5659228,Drechselsgade 13,55.6571548,12.5684851
476,522,t522,55.73273,12.5654915,55.6576191,12.566949,Esthersvej 34,55.7309704,12.5659228,Drechselsgade 13,55.6571548,12.5684851
477,523,t523,55.73273,12.5654915,55.713568,12.5927798,Esthersvej 34,55.7309704,12.5659228,Orientkaj 4,55.711612,12.5952725
478,524,t524,55.73273,12.5654915,55.710214,12.5926909,Esthersvej 34,55.7309704,12.5659228,Orientkaj 4,55.711612,12.5952725
479,525,t525,55.73273,12.5654915,55.7035416,12.538201,Esthersvej 34,55.7309704,12.5659228,Bygmestervej 59,55.70464879999999,12.5368945
480,526,t526,55.73273,12.5654915,55.7023483,12.535914,Esthersvej 34,55.7309704,12.5659228,Bygmestervej 59,55.70464879999999,12.5368945
481,527,t527,55.73273,12.5654915,55.7030729,12.5477827,Esthersvej 34,55.7309704,12.5659228,Egirsgade 65,55.7009488,12.5486256
482,528,t528,55.73273,12.5654915,55.700964,12.5414659,Esthersvej 34,55.7309704,12.5659228,Egirsgade 65,55.7009488,12.5486256
483,529,t529,55.73273,12.5654915,55.6935246,12.5337137,Esthersvej 34,55.7309704,12.5659228,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
484,530,t530,55.73273,12.5654915,55.69347029999999,12.5343236,Esthersvej 34,55.7309704,12.5659228,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
485,531,t531,55.73273,12.5654915,55.6303298,12.5758695,Esthersvej 34,55.7309704,12.5659228,Arne Jacobsens Alle 7,55.6317174,12.5736554
486,532,t532,55.73273,12.5654915,55.630171,12.576398,Esthersvej 34,55.7309704,12.5659228,Arne Jacobsens Alle 7,55.6317174,12.5736554
487,533,t533,55.73273,12.5654915,55.695981,12.566608,Esthersvej 34,55.7309704,12.5659228,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
488,534,t534,55.73273,12.5654915,55.695981,12.566608,Esthersvej 34,55.7309704,12.5659228,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
489,535,t535,55.73273,12.5654915,55.7337192,12.5151561,Esthersvej 34,55.7309704,12.5659228,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
490,536,t536,55.73273,12.5654915,55.73391059999999,12.5147976,Esthersvej 34,55.7309704,12.5659228,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
491,537,t537,55.73273,12.5654915,55.649143,12.538063,Esthersvej 34,55.7309704,12.5659228,Borgbjergsvej 43,55.6498214,12.5355941
492,538,t538,55.73273,12.5654915,55.6508857,12.5362424,Esthersvej 34,55.7309704,12.5659228,Borgbjergsvej 43,55.6498214,12.5355941
493,539,t539,55.73273,12.5654915,55.656097,12.4854309,Esthersvej 34,55.7309704,12.5659228,Vigerslev Venge 60,55.656498,12.489456
494,540,t540,55.73273,12.5654915,55.656243,12.49368,Esthersvej 34,55.7309704,12.5659228,Vigerslev Venge 60,55.656498,12.489456
495,541,t541,55.73273,12.5654915,55.68661609999999,12.4911945,Esthersvej 34,55.7309704,12.5659228,Dronninglundvej 12,55.689496,12.489151
496,542,t542,55.73273,12.5654915,55.68832579999999,12.489222,Esthersvej 34,55.7309704,12.5659228,Dronninglundvej 12,55.689496,12.489151
497,543,t543,55.73273,12.5654915,55.67162899999999,12.546236,Esthersvej 34,55.7309704,12.5659228,Westend 8,55.6718713,12.5516401
498,544,t544,55.73273,12.5654915,55.6737346,12.550013,Esthersvej 34,55.7309704,12.5659228,Westend 8,55.6718713,12.5516401
499,545,t545,55.73273,12.5654915,55.6681772,12.5494579,Esthersvej 34,55.7309704,12.5659228,Westend 8,55.6718713,12.5516401
500,546,t546,55.7051614,12.481215,55.66034659999999,12.6124427,Husumvej (overfor 131),55.7046643,12.4787843,Albaniensgade 4,55.6629687,12.6150036
501,547,t547,55.7051614,12.481215,55.663417,12.613829,Husumvej (overfor 131),55.7046643,12.4787843,Albaniensgade 4,55.6629687,12.6150036
502,548,t548,55.7051614,12.481215,55.7155986,12.5491707,Husumvej (overfor 131),55.7046643,12.4787843,Bispebjerg Bakke 22,55.714287,12.544606
503,549,t549,55.7051614,12.481215,55.7145986,12.5472417,Husumvej (overfor 131),55.7046643,12.4787843,Bispebjerg Bakke 22,55.714287,12.544606
504,550,t550,55.7051614,12.481215,55.6944184,12.5088552,Husumvej (overfor 131),55.7046643,12.4787843,Nesbyholmvej 1,55.6967862,12.5046889
505,552,t552,55.7051614,12.481215,55.6815622,12.6035183,Husumvej (overfor 131),55.7046643,12.4787843,Halvtolv 19,55.678067,12.605109
506,553,t553,55.7051614,12.481215,55.679351,12.6063932,Husumvej (overfor 131),55.7046643,12.4787843,Halvtolv 19,55.678067,12.605109
507,554,t554,55.7051614,12.481215,55.6821885,12.5853534,Husumvej (overfor 131),55.7046643,12.4787843,Solvgade 11,55.68544739999999,12.5850568
508,555,t555,55.7051614,12.481215,55.6858274,12.5772687,Husumvej (overfor 131),55.7046643,12.4787843,Solvgade 11,55.68544739999999,12.5850568
509,556,t556,55.7051614,12.481215,55.6757724,12.5426171,Husumvej (overfor 131),55.7046643,12.4787843,Amalievej 1,55.6795777,12.5433161
510,557,t557,55.7051614,12.481215,55.677688,12.546912,Husumvej (overfor 131),55.7046643,12.4787843,Amalievej 1,55.6795777,12.5433161
511,558,t558,55.7051614,12.481215,55.7326892,12.5690945,Husumvej (overfor 131),55.7046643,12.4787843,Esthersvej 34,55.7309704,12.5659228
512,559,t559,55.7051614,12.481215,55.73273,12.5654915,Husumvej (overfor 131),55.7046643,12.4787843,Esthersvej 34,55.7309704,12.5659228
513,560,t560,55.7051614,12.481215,55.6538288,12.566855,Husumvej (overfor 131),55.7046643,12.4787843,Drechselsgade 13,55.6571548,12.5684851
514,561,t561,55.7051614,12.481215,55.6576191,12.566949,Husumvej (overfor 131),55.7046643,12.4787843,Drechselsgade 13,55.6571548,12.5684851
515,562,t562,55.7051614,12.481215,55.713568,12.5927798,Husumvej (overfor 131),55.7046643,12.4787843,Orientkaj 4,55.711612,12.5952725
516,563,t563,55.7051614,12.481215,55.710214,12.5926909,Husumvej (overfor 131),55.7046643,12.4787843,Orientkaj 4,55.711612,12.5952725
517,564,t564,55.7051614,12.481215,55.7035416,12.538201,Husumvej (overfor 131),55.7046643,12.4787843,Bygmestervej 59,55.70464879999999,12.5368945
518,565,t565,55.7051614,12.481215,55.7023483,12.535914,Husumvej (overfor 131),55.7046643,12.4787843,Bygmestervej 59,55.70464879999999,12.5368945
519,566,t566,55.7051614,12.481215,55.7030729,12.5477827,Husumvej (overfor 131),55.7046643,12.4787843,Egirsgade 65,55.7009488,12.5486256
520,567,t567,55.7051614,12.481215,55.700964,12.5414659,Husumvej (overfor 131),55.7046643,12.4787843,Egirsgade 65,55.7009488,12.5486256
521,568,t568,55.7051614,12.481215,55.6935246,12.5337137,Husumvej (overfor 131),55.7046643,12.4787843,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
522,569,t569,55.7051614,12.481215,55.69347029999999,12.5343236,Husumvej (overfor 131),55.7046643,12.4787843,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
523,570,t570,55.7051614,12.481215,55.6303298,12.5758695,Husumvej (overfor 131),55.7046643,12.4787843,Arne Jacobsens Alle 7,55.6317174,12.5736554
524,571,t571,55.7051614,12.481215,55.630171,12.576398,Husumvej (overfor 131),55.7046643,12.4787843,Arne Jacobsens Alle 7,55.6317174,12.5736554
525,572,t572,55.7051614,12.481215,55.695981,12.566608,Husumvej (overfor 131),55.7046643,12.4787843,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
526,573,t573,55.7051614,12.481215,55.695981,12.566608,Husumvej (overfor 131),55.7046643,12.4787843,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
527,574,t574,55.7051614,12.481215,55.7337192,12.5151561,Husumvej (overfor 131),55.7046643,12.4787843,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
528,575,t575,55.7051614,12.481215,55.73391059999999,12.5147976,Husumvej (overfor 131),55.7046643,12.4787843,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
529,576,t576,55.7051614,12.481215,55.649143,12.538063,Husumvej (overfor 131),55.7046643,12.4787843,Borgbjergsvej 43,55.6498214,12.5355941
530,577,t577,55.7051614,12.481215,55.6508857,12.5362424,Husumvej (overfor 131),55.7046643,12.4787843,Borgbjergsvej 43,55.6498214,12.5355941
531,578,t578,55.7051614,12.481215,55.656097,12.4854309,Husumvej (overfor 131),55.7046643,12.4787843,Vigerslev Venge 60,55.656498,12.489456
532,579,t579,55.7051614,12.481215,55.656243,12.49368,Husumvej (overfor 131),55.7046643,12.4787843,Vigerslev Venge 60,55.656498,12.489456
533,582,t582,55.7051614,12.481215,55.67162899999999,12.546236,Husumvej (overfor 131),55.7046643,12.4787843,Westend 8,55.6718713,12.5516401
534,583,t583,55.7051614,12.481215,55.6737346,12.550013,Husumvej (overfor 131),55.7046643,12.4787843,Westend 8,55.6718713,12.5516401
535,584,t584,55.7051614,12.481215,55.6681772,12.5494579,Husumvej (overfor 131),55.7046643,12.4787843,Westend 8,55.6718713,12.5516401
536,585,t585,55.6538288,12.566855,55.66034659999999,12.6124427,Drechselsgade 13,55.6571548,12.5684851,Albaniensgade 4,55.6629687,12.6150036
537,586,t586,55.6538288,12.566855,55.663417,12.613829,Drechselsgade 13,55.6571548,12.5684851,Albaniensgade 4,55.6629687,12.6150036
538,587,t587,55.6538288,12.566855,55.7155986,12.5491707,Drechselsgade 13,55.6571548,12.5684851,Bispebjerg Bakke 22,55.714287,12.544606
539,588,t588,55.6538288,12.566855,55.7145986,12.5472417,Drechselsgade 13,55.6571548,12.5684851,Bispebjerg Bakke 22,55.714287,12.544606
